date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2019-03-04 22:21:47,calisting,raysontop,1,0,2,"did... did you just say... SWINE FLU? ",,,,1102695663463092224,https://twitter.com/calisting/status/1102695663463092224
2019-03-04 22:21:37,biosecurityrisk,,0,1,1,"A timely reminder, with the repeated interceptions of Foot and Mouth Disease (#FMD) and African Swine Flu (#ASF) contaminated products at the Australian border recently and the global spread of #Xylella, of the importance of our #b…https://lnkd.in/g8biWHN",,,#FMD #ASF #Xylella #b,1102695621285240832,https://twitter.com/biosecurityrisk/status/1102695621285240832
2019-03-04 22:20:52,JayBrow69431904,JayBrow69431904,0,0,0,"A National Emergency was declared over the swine flu which is and was at the time of the Declaration less deadly then the regular flu yet I don't remember you having a problem with that one?",,,,1102695429232361472,https://twitter.com/JayBrow69431904/status/1102695429232361472
2019-03-04 22:18:45,swineflu_7,IlliniCreative,0,0,1,"Issa L",,,,1102694896723472385,https://twitter.com/swineflu_7/status/1102694896723472385
2019-03-04 22:00:07,raysontop,raysontop,0,0,6,"(also i didn’t know it was swine flu until after, i probably wouldn’t have competed if i knew but that’s beside the point)",,,,1102690211169878017,https://twitter.com/raysontop/status/1102690211169878017
2019-03-04 21:56:04,bulletscountry,raysontop,2,0,25,"SWINE FLU??! ",,,,1102689189785751552,https://twitter.com/bulletscountry/status/1102689189785751552
2019-03-04 21:43:26,THEbraylonShack,,0,8,40,"I know people who do drugs drink smoke cigarettes and sleep for 3hrs a day and never get sick let me walk outside without drinking water..BOOM Swine flu and pneumonia",,,,1102686011312783366,https://twitter.com/THEbraylonShack/status/1102686011312783366
2019-03-04 21:06:56,aoifecmagill,,2,0,11,"right who the fuck gave me swine flu",,,,1102676826827165697,https://twitter.com/aoifecmagill/status/1102676826827165697
2019-03-04 20:57:00,shitou1234,PhaWin70197122,1,0,0,"Bird flu, we will deal with it with that closed farming of yours. But swings are dirty. I think all Muslims countries should ban Non-Muslims having swine flu to travel in their country until they are healed or well in other case they won't be traveling!",,,,1102674326707494914,https://twitter.com/shitou1234/status/1102674326707494914
2019-03-04 20:49:44,eraymondx,troitorain,0,0,0,"Swine Flu",,,,1102672497747599360,https://twitter.com/eraymondx/status/1102672497747599360
2019-03-04 20:41:39,shitou1234,PhaWin70197122,1,0,0,"No matter what I say you will keep bringing this closed farming technology thing. U do know pig eats filth, pork has high cholesterol, pork has tapeworms etc, etc..Let's just say we Muslims don't want to suffer from swine flu!",,,,1102670460708364289,https://twitter.com/shitou1234/status/1102670460708364289
2019-03-04 20:28:13,SirGioko,Ma3Route,0,0,1,"I reverse searched the video. It's two years old shot in China when they where eradicating swine flu. I was concerned too",,,,1102667080430743553,https://twitter.com/SirGioko/status/1102667080430743553
2019-03-04 20:22:47,aIIywitten,,1,0,9,"who remembers when i almost lost my life to the swine flu in 2010 ",,,,1102665715969114113,https://twitter.com/aIIywitten/status/1102665715969114113
2019-03-04 20:15:56,sonakia,,0,0,0,"Improper infrastructure of water drain in New toilet results in swine flu",,,,1102663990499405824,https://twitter.com/sonakia/status/1102663990499405824
2019-03-04 20:14:50,fut1952,RandPaul,0,0,0,"DID you vote to stop Obama from using EOs to build walls in other countries. Or for swine flu. We are not keeping out the flu...we are keeping out antibiotic resistant TB . Congo is full oj f Ebola. They are on the way here now.",,,,1102663713587372034,https://twitter.com/fut1952/status/1102663713587372034
2019-03-04 20:14:17,raysontop,beamingcheer,5,0,14,"i had ‘the flu’ and competed, i got swabbed and everything it was swine flu. yes i Should have been bed ridden and i felt like death but it’s not impossible to compete with the flu",,,,1102663574755860480,https://twitter.com/raysontop/status/1102663574755860480
2019-03-04 20:02:02,danwolfe_me,,0,0,0,"INDIA - In 2 Months - 3 Die Of Swine Flu At Civil Hospital http://dlvr.it/R08tym",,,,1102660493137698816,https://twitter.com/danwolfe_me/status/1102660493137698816
2019-03-04 19:45:52,SuzanneHearring,Felicit44947304,0,0,0,"Attempting to work with as required. Bypassing is EO for 11 cases of the Swine flu for example. Unlike dumbass @AOC at least he knows what the 3 branches are. Lol #TDS",,@AOC,#TDS,1102656423878549504,https://twitter.com/SuzanneHearring/status/1102656423878549504
2019-03-04 19:38:53,Ivquavis,poajsid,1,0,1,"shut up u look like u got the swine flu",,,,1102654667220230144,https://twitter.com/Ivquavis/status/1102654667220230144
2019-03-04 19:17:57,stetho_says,,3,6,23,"""Ghar Ma"" Production Presents ¤ Swine Flu ¤ Meri saanson mein tu hai samaya, tera virus to hai maut ka saaya, teri dawaa karoon main to har dum, yeh hai tere karam, kabhi khaansi kabhi balgam, na juda honge hum, kabhi khaansi kabhi balgam ! #stethosays",,,#stethosays,1102649400092852226,https://twitter.com/stetho_says/status/1102649400092852226
2019-03-04 19:12:44,Nairobi_GOSSIPS,KenyanTraffic,0,0,1,"This video is now 1yr old, where do you pple source infomation?? This happened in China when their government was controllinv Swine Flu, the burnt pigs were found carriers",,,,1102648085325533185,https://twitter.com/Nairobi_GOSSIPS/status/1102648085325533185
2019-03-04 19:10:46,CofekRebranded,,3,0,5,"UPDATE: We received this video from a concerned Kenyan who thought the killings were done in Kenya. Good to learn that it was filmed in China over Swine flu in an unforgivable way Thanks #KOT for clarification",,,#KOT,1102647590653489153,https://twitter.com/CofekRebranded/status/1102647590653489153
2019-03-04 19:06:28,Kpesah_,Ma3Route,1,0,1,"It's a video allegedly taken last year in China and not in Kenya. They were being put down coz of swine flu. Still horrific though.",,,,1102646510389477376,https://twitter.com/Kpesah_/status/1102646510389477376
2019-03-04 19:06:23,LewisMwenda,KenyanTraffic,1,0,0,"Swine Flu in China and not Gitau.",,,,1102646485789880320,https://twitter.com/LewisMwenda/status/1102646485789880320
2019-03-04 19:03:31,AlexMounde,animalhealthEU,0,0,0,"African Swine Flu? ",,,,1102645764709404672,https://twitter.com/AlexMounde/status/1102645764709404672
2019-03-04 18:46:07,jorjafaith,,0,0,1,"I could be diagnosed with swine flu and my mum would still blame it on me being on my phone too much",,,,1102641385797283840,https://twitter.com/jorjafaith/status/1102641385797283840
2019-03-04 18:36:50,AnandBh29292137,,0,0,0,"Now I understand that the Congressis r the bloody swines affecting the Country with swine flu....",,,,1102639050081488896,https://twitter.com/AnandBh29292137/status/1102639050081488896
2019-03-04 18:32:27,HeuristicLineup,therealbradg,1,0,0,"You not wishing me a happy birthday is exactly what I wanted for my birthday you miserable swine flu",,,,1102637948879532033,https://twitter.com/HeuristicLineup/status/1102637948879532033
2019-03-04 18:07:32,pranshucivil,ashoswai,0,0,0,"Bhai sahab aapkein naam mein swine flu hai kya?",,,,1102631677619167232,https://twitter.com/pranshucivil/status/1102631677619167232
2019-03-04 17:55:44,tnicholsmd,MHPoison1,1,0,3,"I see no measles on that pig. I mean, if we thought Swine Flu was bad, just imagine Swine Measles...",,,,1102628707154288642,https://twitter.com/tnicholsmd/status/1102628707154288642
2019-03-04 17:38:46,nickoshea10,CSwizz10,0,0,1,"H1N1 you should probably get checked for Swine Flu... ",,,,1102624437063561216,https://twitter.com/nickoshea10/status/1102624437063561216
